Logistic_Probabilities,RF_Probabilities
"[1.06938918e-04 5.04284281e-05 9.98263163e-01 1.28558722e-04
 9.83245434e-05 5.88935671e-05 7.60549232e-05 1.48606555e-04
 3.36408389e-05 7.71903020e-05 3.70055276e-04 4.94111368e-05
 1.02757042e-04 1.69372975e-04 4.87166639e-05 1.02918917e-04
 6.91159800e-05 4.58523082e-05]","[0.01 0.   0.79 0.02 0.01 0.01 0.   0.05 0.01 0.01 0.02 0.   0.   0.06
 0.   0.   0.01 0.  ]"
"[4.58809748e-05 4.88341272e-05 4.90022185e-05 4.76818956e-05
 4.07631835e-05 5.54474268e-05 5.99916223e-05 3.89528642e-05
 9.99004261e-01 4.45805427e-05 2.82657578e-04 3.81572593e-05
 3.15041917e-05 4.72954904e-05 4.24324129e-05 3.10262239e-05
 6.04848516e-05 3.10463314e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.96 0.   0.03 0.01 0.   0.
 0.   0.   0.   0.  ]"
"[4.90091865e-04 9.92656509e-05 6.02161633e-05 9.98143122e-01
 8.27867456e-05 4.57581038e-05 1.48041424e-04 1.36453529e-04
 4.05934059e-05 9.48192196e-05 3.76055884e-05 9.25160177e-05
 5.41695354e-05 9.61557461e-05 9.84009370e-05 1.25592068e-04
 6.22022280e-05 9.22098743e-05]","[0.02 0.02 0.   0.83 0.   0.   0.02 0.02 0.   0.   0.   0.05 0.02 0.
 0.   0.02 0.   0.  ]"
"[1.34550006e-04 9.65514637e-05 9.22304103e-05 7.64463151e-05
 4.88514763e-05 1.21235115e-04 9.98535750e-01 6.89572088e-05
 3.60887145e-05 9.08903223e-05 7.51255868e-05 1.04778615e-04
 7.45690481e-05 7.06966268e-05 8.12888316e-05 8.03157569e-05
 7.19302043e-05 1.39744149e-04]","[0.02 0.   0.   0.   0.   0.01 0.94 0.01 0.   0.   0.   0.   0.   0.
 0.02 0.   0.   0.  ]"
"[3.82530914e-05 3.60808757e-05 4.19795616e-05 3.53125011e-05
 7.29414810e-05 5.49435861e-05 2.67831812e-05 5.18229623e-05
 9.99014895e-01 4.93254566e-05 2.29285261e-04 3.78530519e-05
 6.52823831e-05 3.97824533e-05 4.83908762e-05 4.91919407e-05
 7.68367465e-05 3.10395074e-05]","[0.   0.   0.   0.01 0.03 0.01 0.   0.   0.92 0.   0.01 0.   0.   0.
 0.   0.02 0.   0.  ]"
"[1.31870930e-04 1.65250186e-04 8.43165930e-05 8.85961293e-05
 7.02140135e-05 9.98043140e-01 1.19649728e-04 5.26291032e-05
 4.93277833e-05 1.51749017e-04 6.27213396e-05 2.16143183e-04
 1.40361344e-04 9.42047763e-05 1.85652508e-04 1.29033441e-04
 6.34083656e-05 1.51732051e-04]","[0.   0.04 0.   0.   0.   0.85 0.01 0.   0.   0.01 0.   0.02 0.01 0.01
 0.04 0.   0.   0.01]"
"[6.77917719e-05 7.37277443e-05 1.11757768e-04 9.98660423e-01
 6.49018861e-05 7.09870328e-05 4.83198086e-05 7.01804111e-05
 3.88153827e-05 6.05871454e-05 2.76020845e-04 7.91505822e-05
 6.84066302e-05 8.37346819e-05 4.63011119e-05 8.44491391e-05
 3.90386875e-05 5.54066370e-05]","[0.   0.   0.   0.99 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.01 0.   0.  ]"
"[4.27248342e-05 7.81658740e-05 9.19519120e-06 3.61243482e-05
 1.12614468e-05 1.04275489e-04 7.19444158e-05 2.09842635e-05
 9.85086677e-06 1.13201101e-04 2.62707901e-07 1.90991341e-04
 4.02262974e-05 1.43948605e-05 5.50523174e-05 4.87896436e-05
 1.66768903e-05 9.99135878e-01]","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.01 0.   0.01 0.   0.
 0.01 0.   0.   0.97]"
"[2.01455953e-04 1.21158548e-04 2.10183104e-04 9.79025770e-05
 2.33840686e-04 6.70160961e-05 1.20359605e-04 1.90646204e-04
 1.66708009e-03 1.42506996e-04 9.95620140e-01 8.11645137e-05
 1.92414844e-04 2.37141258e-04 1.49175063e-04 1.37042423e-04
 4.56842164e-04 7.39301039e-05]","[0.   0.   0.   0.   0.1  0.   0.   0.   0.11 0.   0.76 0.   0.   0.01
 0.   0.   0.02 0.  ]"
"[4.38587297e-05 4.34344888e-05 4.00458687e-05 4.31144598e-05
 7.14512585e-05 4.31699646e-05 4.56702185e-05 3.90272154e-05
 9.98908734e-01 5.23686090e-05 3.31835192e-04 4.43794544e-05
 4.83416254e-05 4.47817977e-05 4.60520843e-05 4.44615587e-05
 7.10235683e-05 3.82501749e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.99 0.   0.01 0.   0.   0.
 0.   0.   0.   0.  ]"
"[4.24669322e-05 2.21212540e-05 5.46848932e-05 4.33929773e-05
 9.98419433e-01 1.95274297e-05 2.74060868e-05 5.60471908e-05
 9.29531984e-05 3.00507710e-05 9.00742525e-04 1.47125912e-05
 4.08383425e-05 6.37477814e-05 2.69003871e-05 3.93063802e-05
 9.05512258e-05 1.51165889e-05]","[0.   0.   0.   0.   0.89 0.   0.   0.   0.01 0.   0.1  0.   0.   0.
 0.   0.   0.   0.  ]"
"[3.05489350e-05 3.95317567e-05 4.19852211e-05 4.22847262e-05
 5.45354472e-05 3.39754010e-05 4.59637747e-05 3.22777358e-05
 9.99252864e-01 3.41187305e-05 7.78662509e-05 5.60005791e-05
 3.31296204e-05 3.59429821e-05 4.87990205e-05 4.04914396e-05
 5.95392821e-05 4.01450732e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.97 0.01 0.   0.   0.   0.
 0.   0.01 0.01 0.  ]"
"[9.04502979e-05 1.25620788e-04 5.98059572e-05 6.46848407e-05
 5.40823857e-05 1.31774252e-04 1.18630455e-04 1.19807645e-04
 2.47457821e-05 9.08268252e-05 1.09922806e-04 1.58540893e-04
 8.57620354e-05 6.97456346e-05 9.98382908e-01 7.92809606e-05
 5.87102945e-05 1.74700468e-04]","[0.   0.03 0.   0.   0.   0.01 0.01 0.   0.   0.   0.   0.   0.01 0.
 0.94 0.   0.   0.  ]"
"[1.08945915e-04 7.34215069e-05 1.10772428e-04 9.97895707e-01
 1.08488376e-04 1.28490987e-04 1.08755912e-04 1.49752438e-04
 4.46597759e-05 6.80057730e-05 3.56542616e-04 1.60829892e-04
 7.97381222e-05 1.42156258e-04 1.34664205e-04 1.44134825e-04
 1.01043912e-04 8.38897052e-05]","[0.02 0.01 0.03 0.81 0.   0.03 0.01 0.02 0.   0.   0.   0.01 0.01 0.02
 0.   0.01 0.02 0.  ]"
"[3.24450008e-05 3.06477649e-05 6.47412076e-05 2.54519264e-05
 6.47813983e-05 3.64047828e-05 3.58081082e-05 2.91287904e-05
 1.06225714e-04 3.33020813e-05 6.58538271e-04 3.03256441e-05
 3.55142145e-05 4.33083761e-05 2.05971373e-05 3.55466046e-05
 9.98688985e-01 2.82479017e-05]","[0.   0.   0.01 0.   0.01 0.   0.   0.01 0.01 0.   0.01 0.   0.   0.
 0.   0.   0.95 0.  ]"
"[1.12001623e-04 1.21324181e-04 6.97115928e-05 8.85423712e-05
 3.98663631e-05 1.57075025e-04 1.25677037e-04 5.10914918e-05
 2.91468383e-05 1.27572351e-04 8.45336963e-05 9.98317591e-01
 1.00826494e-04 5.42448372e-05 1.53912554e-04 1.11067024e-04
 5.94493177e-05 1.96366374e-04]","[0.01 0.   0.   0.   0.   0.02 0.   0.   0.   0.01 0.   0.92 0.01 0.
 0.02 0.   0.   0.01]"
"[1.11228252e-04 9.98059780e-01 9.12701485e-05 7.50039702e-05
 6.98622951e-05 6.13289180e-05 1.04982721e-04 9.01126327e-05
 2.37766105e-05 8.23689655e-05 5.17364644e-05 5.82724140e-04
 1.09422938e-04 7.60313962e-05 1.13524488e-04 7.16980820e-05
 7.98131028e-05 1.45334907e-04]","[0.02 0.86 0.01 0.01 0.   0.   0.02 0.   0.   0.01 0.   0.02 0.01 0.
 0.04 0.   0.   0.  ]"
"[8.03963583e-05 6.94967194e-05 1.05310602e-04 9.91518339e-05
 8.38631880e-05 5.40402126e-05 7.55645248e-05 8.74932116e-05
 3.09152330e-05 3.56985006e-04 2.57809995e-04 5.49542023e-05
 9.92969721e-05 9.98269818e-01 6.47035390e-05 9.87161273e-05
 7.20077008e-05 3.94762662e-05]","[0.   0.   0.   0.01 0.   0.   0.   0.   0.   0.   0.01 0.   0.   0.98
 0.   0.   0.   0.  ]"
"[1.32868338e-04 6.35506609e-04 8.79867253e-05 4.18884732e-04
 8.38035669e-05 1.70418977e-04 1.04093962e-04 1.04129650e-04
 3.68926859e-05 9.97452396e-01 1.35373133e-05 1.05001428e-04
 1.10843320e-04 6.84547580e-05 1.32136647e-04 1.32932083e-04
 6.37081558e-05 1.46405189e-04]","[0.01 0.06 0.01 0.01 0.01 0.01 0.04 0.   0.   0.79 0.   0.   0.01 0.
 0.04 0.   0.   0.01]"
"[1.06034623e-04 8.50256036e-05 1.21808171e-04 9.98125480e-01
 7.26011257e-05 9.52602639e-05 8.80330608e-05 1.46739687e-04
 3.29971070e-05 9.39478140e-05 2.74768545e-04 1.13391763e-04
 1.12372010e-04 9.81231800e-05 9.92980196e-05 1.14302396e-04
 1.16506936e-04 1.03309539e-04]","[0.01 0.   0.01 0.84 0.   0.01 0.   0.02 0.   0.03 0.01 0.01 0.01 0.
 0.03 0.01 0.01 0.  ]"
"[5.51903277e-05 4.41929956e-05 8.79080358e-05 4.97691737e-05
 9.97909061e-01 4.20288414e-05 5.47769772e-05 8.10291420e-05
 1.20329944e-04 4.25036413e-05 1.12816889e-03 2.35626281e-05
 6.45894243e-05 7.29792505e-05 5.28687257e-05 3.29811796e-05
 1.03944354e-04 3.41159080e-05]","[0.   0.   0.02 0.   0.76 0.   0.01 0.   0.06 0.   0.15 0.   0.   0.
 0.   0.   0.   0.  ]"
"[8.63033977e-05 9.03024035e-05 8.09485957e-05 6.69758750e-05
 1.53802919e-04 7.95401264e-05 1.05894808e-04 1.36842435e-04
 9.97484488e-01 6.47060711e-05 5.97431528e-04 1.02271540e-04
 8.67302956e-05 9.49216544e-05 9.89875175e-05 7.18185462e-05
 5.00709222e-04 9.73248592e-05]","[0.01 0.   0.   0.   0.   0.   0.   0.   0.95 0.   0.02 0.01 0.   0.
 0.   0.   0.01 0.  ]"
"[1.02688805e-04 9.98388798e-01 8.49507878e-05 9.97277359e-05
 5.73104456e-05 1.09618577e-04 1.12177463e-04 7.70692940e-05
 2.29449299e-05 1.18303243e-04 3.98467590e-05 1.46741654e-04
 1.01227945e-04 7.45017161e-05 1.45299131e-04 1.01137805e-04
 5.93986537e-05 1.58256876e-04]","[0.01 0.9  0.   0.   0.   0.   0.01 0.   0.   0.02 0.   0.   0.   0.
 0.05 0.   0.   0.01]"
"[1.50395867e-05 9.70730459e-06 2.33783783e-05 1.32584467e-05
 4.25528310e-05 1.21401267e-05 2.18652669e-05 2.04244587e-05
 9.99464408e-01 1.74140177e-05 1.41027030e-04 1.50324791e-05
 8.79637304e-05 1.65217666e-05 1.75085013e-05 2.31349704e-05
 4.17268207e-05 1.68959993e-05]","[0.   0.   0.   0.   0.   0.   0.   0.01 0.96 0.   0.02 0.   0.01 0.
 0.   0.   0.   0.  ]"
"[5.24351498e-05 2.72082885e-05 5.92160009e-05 2.62430204e-05
 8.66264939e-05 3.18033317e-05 2.17021533e-05 4.95345705e-05
 9.98404398e-01 3.23778763e-05 8.84458771e-04 2.74599162e-05
 5.56943386e-05 6.17380498e-05 3.17169021e-05 3.49123462e-05
 8.64104830e-05 2.60639662e-05]","[0.   0.   0.   0.   0.02 0.   0.   0.   0.96 0.   0.   0.   0.   0.01
 0.   0.   0.01 0.  ]"
"[1.56890879e-04 1.05789848e-04 2.27880222e-04 1.34239003e-04
 1.37955896e-04 9.07304175e-05 1.72990594e-04 9.97077818e-01
 4.46344804e-05 7.08080374e-04 3.58795598e-04 6.50298877e-05
 6.96349648e-05 1.92610157e-04 1.21718073e-04 1.65259240e-04
 1.06601762e-04 6.33402824e-05]","[0.   0.   0.09 0.04 0.   0.01 0.03 0.69 0.02 0.01 0.01 0.   0.   0.07
 0.   0.01 0.02 0.  ]"
"[8.57999234e-05 5.39865650e-05 1.36129528e-04 7.73800339e-05
 1.01360657e-04 6.69158643e-05 1.15863832e-04 9.98103311e-01
 5.49923274e-05 1.03957311e-04 3.86964941e-04 7.45012907e-05
 1.38884540e-04 9.84751068e-05 9.66624119e-05 1.36959990e-04
 8.97743741e-05 7.80800146e-05]","[0.   0.   0.   0.01 0.   0.01 0.01 0.84 0.01 0.02 0.   0.   0.02 0.
 0.01 0.03 0.03 0.01]"
"[5.68307376e-05 9.97780124e-01 6.33490216e-05 7.04367420e-05
 4.34285403e-05 1.42018530e-04 6.80644587e-05 8.72411428e-05
 2.04819496e-05 3.92856184e-04 2.70807543e-04 1.34385668e-04
 9.26361968e-05 1.38976476e-04 1.76149715e-04 8.74161349e-05
 1.33991838e-04 2.40805379e-04]","[0.02 0.78 0.   0.01 0.   0.01 0.02 0.   0.   0.04 0.   0.   0.01 0.
 0.06 0.01 0.03 0.01]"
"[3.21821136e-05 2.31041417e-05 4.36060265e-05 2.70550211e-05
 7.28254464e-05 1.69139632e-05 2.44692834e-05 2.10393071e-05
 9.98819353e-01 2.44605181e-05 6.63929818e-04 2.11278420e-05
 4.04927892e-05 4.72893332e-05 2.52455498e-05 3.00281668e-05
 5.63906272e-05 1.04870720e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.97 0.   0.   0.   0.   0.
 0.   0.   0.02 0.  ]"
"[5.50148699e-05 3.82668272e-05 4.80672854e-05 2.41992307e-05
 4.62643175e-05 2.30613411e-05 3.55279480e-05 4.51699797e-05
 1.51898835e-04 4.18118090e-05 1.04980666e-03 3.04288576e-05
 4.99669361e-05 5.38684548e-05 4.77769942e-05 3.51719580e-05
 9.98191290e-01 3.24081602e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.06 0.   0.08 0.   0.   0.
 0.01 0.   0.84 0.  ]"
"[1.34753258e-05 1.89107366e-05 2.95120513e-05 1.60651127e-05
 2.23201999e-05 1.63082262e-05 1.76742743e-05 1.96145121e-05
 9.99624776e-01 8.87728496e-06 4.57028843e-05 6.20223381e-05
 1.16885944e-05 1.61355492e-05 1.50604666e-05 1.32805730e-05
 2.77804059e-05 2.07957965e-05]","[0.   0.   0.   0.   0.   0.   0.01 0.   0.97 0.   0.02 0.   0.   0.
 0.   0.   0.   0.  ]"
"[2.58862939e-04 1.35553623e-04 1.99897702e-04 2.35169687e-04
 6.36526580e-04 1.13157608e-04 1.63433630e-04 3.02089302e-04
 1.63966297e-03 1.81316243e-04 9.94360063e-01 1.09791679e-04
 2.07209172e-04 1.98974090e-04 1.84035536e-04 1.83400597e-04
 8.29051943e-04 6.18034826e-05]","[0.   0.   0.01 0.   0.14 0.   0.   0.   0.17 0.   0.64 0.   0.   0.
 0.   0.01 0.03 0.  ]"
"[1.04600419e-04 1.04989837e-04 5.79758794e-05 8.41141250e-05
 4.86470921e-05 9.98287856e-01 1.18853037e-04 5.98126010e-05
 4.83768461e-05 9.44259789e-05 3.33827039e-06 1.80039747e-04
 3.44481406e-04 4.40158112e-05 1.39203739e-04 1.02109977e-04
 4.06607405e-05 1.36498893e-04]","[0.01 0.02 0.   0.02 0.   0.76 0.   0.   0.   0.04 0.   0.04 0.03 0.
 0.03 0.02 0.   0.03]"
"[3.10701508e-04 4.46936025e-04 6.54314020e-04 7.35086500e-04
 1.05216040e-03 3.51758047e-04 4.26186314e-04 9.03082957e-04
 2.20911695e-03 5.30986164e-04 9.88530418e-01 2.86826547e-04
 5.46049777e-04 1.01120475e-03 3.94726545e-04 3.32627486e-04
 1.02585524e-03 2.51963041e-04]","[0.01 0.   0.02 0.   0.15 0.   0.   0.03 0.15 0.01 0.61 0.   0.   0.
 0.   0.   0.02 0.  ]"
"[7.92443155e-05 9.51044643e-05 7.30079998e-05 8.81549189e-05
 4.29514509e-05 1.04899888e-04 8.79997640e-05 6.42166105e-05
 2.68352595e-05 9.98659906e-01 4.91062706e-05 1.42854174e-04
 9.64888822e-05 5.84115358e-05 1.10680776e-04 8.78641649e-05
 4.91325475e-05 8.31409950e-05]","[0.02 0.   0.01 0.   0.   0.01 0.02 0.   0.   0.87 0.   0.   0.02 0.
 0.05 0.   0.   0.  ]"
"[8.50508606e-05 7.57071214e-05 1.24769466e-04 1.09975293e-04
 4.33019966e-05 7.29070060e-05 1.02582995e-04 9.66175747e-05
 4.06992207e-05 7.86076051e-05 3.49651681e-04 4.74744155e-05
 6.66662037e-05 9.98485210e-01 6.38815229e-05 6.91273947e-05
 5.51951116e-05 3.25744950e-05]","[0.   0.   0.05 0.   0.   0.01 0.   0.02 0.03 0.   0.02 0.   0.   0.83
 0.01 0.01 0.02 0.  ]"
"[1.03108609e-04 8.48316436e-05 8.79737174e-05 6.95104570e-05
 5.87555712e-05 1.32580985e-04 9.98471482e-01 5.40276339e-05
 5.02277473e-05 5.67750210e-05 1.17743921e-04 9.91479407e-05
 8.20982975e-05 7.26275418e-05 1.42097170e-04 7.56097198e-05
 8.16929304e-05 1.59708942e-04]","[0.03 0.04 0.   0.02 0.   0.   0.91 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.  ]"
"[3.60936232e-04 3.10512165e-04 8.81626353e-04 6.64599501e-04
 1.29712906e-03 2.12269913e-04 4.53922921e-04 5.77562731e-04
 3.36621282e-03 3.07352543e-04 9.87798488e-01 2.99582653e-04
 4.57173146e-04 7.63041952e-04 3.62090708e-04 5.52869382e-04
 1.17882015e-03 1.55810179e-04]","[0.   0.   0.02 0.   0.18 0.   0.   0.01 0.06 0.   0.68 0.   0.   0.01
 0.   0.   0.04 0.  ]"
"[2.29047744e-05 1.24487775e-05 2.39030874e-05 2.56549518e-05
 1.94782936e-05 1.62199121e-05 1.67310798e-05 9.99652117e-01
 6.76099985e-06 1.88129291e-05 5.53409946e-05 1.39907153e-05
 2.16794534e-05 3.14805668e-05 1.25217074e-05 2.21784870e-05
 1.39874417e-05 1.37884195e-05]","[0.01 0.   0.03 0.   0.   0.01 0.   0.94 0.   0.   0.   0.   0.   0.
 0.   0.   0.01 0.  ]"
"[1.00555081e-04 1.03630949e-04 4.24404730e-05 3.97998873e-05
 4.59511405e-05 1.56759162e-04 1.03799101e-04 5.31766967e-05
 1.32179066e-05 1.02655154e-04 1.75579403e-05 9.98634831e-01
 7.10738376e-05 4.07696460e-05 1.26179884e-04 1.16506455e-04
 5.54966410e-05 1.75599384e-04]","[0.02 0.03 0.   0.01 0.   0.08 0.01 0.01 0.01 0.   0.   0.77 0.   0.
 0.   0.02 0.   0.04]"
"[5.29523001e-05 3.47889635e-05 7.16050686e-05 4.07716028e-05
 9.98531939e-01 3.13526181e-05 3.92644423e-05 5.40534595e-05
 1.04161174e-04 3.40245538e-05 6.76676262e-04 2.40697496e-05
 5.12672467e-05 6.74368798e-05 3.83660091e-05 4.38895648e-05
 7.98199366e-05 2.35608438e-05]","[0.01 0.   0.02 0.   0.8  0.   0.   0.   0.03 0.   0.14 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.06464470e-04 1.07705173e-04 6.30280489e-05 8.93074917e-05
 5.61787987e-05 1.20079603e-04 8.79242751e-05 8.68985458e-05
 1.72951956e-05 1.23596263e-04 3.69969645e-05 1.13907179e-04
 8.82474690e-05 7.32068427e-05 9.98265647e-01 1.06094392e-04
 2.78392301e-04 1.79029492e-04]","[0.02 0.04 0.   0.01 0.   0.   0.   0.   0.02 0.   0.   0.   0.03 0.
 0.85 0.   0.02 0.01]"
"[8.37915090e-05 8.41547021e-05 7.22534111e-05 1.36650500e-04
 6.88802785e-05 1.05482942e-04 9.77076865e-05 9.98112550e-01
 6.70178479e-05 8.98412168e-05 4.55752491e-04 9.18705842e-05
 1.04376819e-04 1.13196072e-04 5.54236119e-05 8.41250284e-05
 9.01809778e-05 8.67441541e-05]","[0.   0.   0.01 0.06 0.   0.   0.   0.84 0.   0.   0.01 0.   0.01 0.04
 0.   0.01 0.01 0.01]"
"[1.26062186e-04 9.33643582e-05 1.62529684e-04 1.29981173e-04
 9.97968598e-05 8.55545992e-05 1.72861207e-04 1.33090093e-04
 2.44715141e-05 1.38470993e-04 4.83553440e-05 9.33502432e-05
 9.97881404e-01 9.08857530e-05 1.49602093e-04 1.59430606e-04
 3.04867338e-04 1.05921915e-04]","[0.01 0.   0.   0.05 0.   0.   0.01 0.02 0.   0.   0.   0.01 0.77 0.01
 0.01 0.09 0.   0.02]"
"[7.24674366e-05 9.26706100e-05 1.09002667e-04 9.98556692e-01
 5.94569721e-05 7.32192058e-05 9.94801984e-05 7.94583233e-05
 4.37898567e-05 7.61013022e-05 8.08143167e-05 1.19522506e-04
 8.02283616e-05 9.43946808e-05 1.08374645e-04 1.13619492e-04
 5.89658777e-05 8.17417699e-05]","[0.   0.01 0.02 0.78 0.   0.01 0.01 0.   0.02 0.02 0.   0.02 0.06 0.01
 0.03 0.   0.01 0.  ]"
"[1.50145344e-04 1.60248948e-04 1.37355410e-04 1.10869003e-04
 8.95993984e-05 7.21985340e-05 1.28870368e-04 1.26770165e-04
 4.83471807e-05 1.04426062e-04 1.90710805e-04 1.27824746e-04
 1.49733700e-04 1.19141258e-04 1.35219295e-04 9.97911549e-01
 9.83406884e-05 1.38650263e-04]","[0.04 0.   0.   0.01 0.   0.   0.04 0.02 0.   0.04 0.   0.   0.   0.
 0.   0.84 0.   0.01]"
"[4.94982300e-05 3.99582547e-05 6.05571774e-05 5.34275454e-05
 1.04850513e-04 3.65239644e-05 4.74860479e-05 5.27965684e-05
 1.07874672e-04 4.99557689e-05 8.84439068e-04 3.50125731e-05
 5.74647058e-05 6.71122160e-05 4.07554962e-05 5.00092296e-05
 9.98235131e-01 2.71464978e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.02 0.   0.02 0.   0.   0.
 0.   0.   0.96 0.  ]"
"[3.45556046e-05 2.52686819e-05 9.38925694e-05 3.37605476e-05
 9.98839293e-01 1.72747477e-05 2.65394459e-05 2.73907745e-05
 5.69578424e-05 3.75926924e-05 5.90645262e-04 2.13491730e-05
 3.64785478e-05 4.09803748e-05 1.87354720e-05 2.04846680e-05
 6.19668535e-05 1.68340502e-05]","[0.   0.   0.   0.   0.87 0.   0.   0.   0.02 0.   0.11 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.64413812e-04 9.66364796e-05 1.54191605e-04 7.36449079e-05
 9.88670191e-05 1.28147812e-04 6.94221656e-05 1.35202859e-04
 5.38461019e-05 1.12505379e-04 4.35735997e-04 1.05160208e-04
 1.63202882e-04 1.63442796e-04 1.11977111e-04 9.97721719e-01
 9.86933825e-05 1.13189996e-04]","[0.05 0.   0.   0.   0.   0.02 0.   0.05 0.   0.05 0.   0.   0.05 0.01
 0.   0.73 0.01 0.03]"
"[9.98697794e-05 1.15668426e-04 1.98751629e-04 1.11337310e-04
 9.63588060e-05 1.32627145e-04 1.03071577e-04 8.13635209e-05
 3.42266198e-05 1.06484172e-04 2.66939219e-04 1.07002200e-04
 9.97918044e-01 1.45000522e-04 1.21860122e-04 1.29733601e-04
 1.05607361e-04 1.26054388e-04]","[0.   0.02 0.02 0.   0.   0.02 0.04 0.01 0.   0.01 0.02 0.   0.74 0.01
 0.01 0.09 0.   0.01]"
"[7.17087619e-05 5.82397803e-05 1.06701692e-04 7.58889920e-05
 5.46497771e-05 5.96414262e-05 5.69824472e-05 1.39048693e-04
 3.97925582e-05 5.21716953e-05 1.80591195e-04 6.30204498e-05
 1.18354274e-04 9.98641785e-01 6.33490634e-05 1.05830329e-04
 7.01074224e-05 4.21365221e-05]","[0.   0.01 0.01 0.   0.01 0.   0.01 0.07 0.   0.   0.   0.   0.02 0.86
 0.   0.   0.01 0.  ]"
"[3.36860841e-05 2.60877284e-05 5.32032552e-05 4.47349923e-05
 9.98663904e-01 2.07215062e-05 3.02471346e-05 4.27498117e-05
 6.27567971e-05 3.11448674e-05 6.82355214e-04 2.01539038e-05
 4.45893843e-05 5.92149827e-05 2.58686398e-05 3.91342138e-05
 8.58501194e-05 3.35970088e-05]","[0.   0.   0.   0.   0.94 0.   0.   0.   0.01 0.   0.04 0.   0.   0.
 0.   0.   0.   0.01]"
"[5.43755100e-05 6.24291287e-05 9.23389512e-05 1.01036246e-04
 9.95216312e-01 4.08647445e-05 7.30294056e-05 1.28851261e-04
 1.48658437e-04 8.36785980e-05 3.44634021e-03 4.99692954e-05
 6.76333442e-05 1.00926074e-04 4.33483725e-05 7.15764760e-05
 1.84594267e-04 3.40374014e-05]","[0.   0.   0.   0.   0.77 0.   0.   0.   0.   0.   0.23 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.11242580e-04 9.69791777e-05 1.21290738e-04 9.98117497e-01
 8.34117506e-05 9.23231055e-05 9.73290068e-05 9.86975414e-05
 4.72036993e-05 1.03504261e-04 3.45611090e-04 8.49847711e-05
 1.15416242e-04 1.34819018e-04 9.32344691e-05 1.13382675e-04
 7.44005128e-05 6.86726170e-05]","[0.01 0.   0.   0.91 0.   0.   0.01 0.   0.   0.   0.01 0.   0.   0.
 0.02 0.03 0.   0.01]"
"[1.25779429e-04 1.31896662e-04 1.02146833e-04 1.10195299e-04
 6.14730972e-05 1.86517806e-04 1.33753867e-04 1.15921124e-04
 6.12216217e-05 1.23595823e-04 1.10125927e-04 1.85637432e-04
 1.15849252e-04 1.05179429e-04 9.97868247e-01 1.45546971e-04
 6.94178336e-05 2.47494787e-04]","[0.   0.04 0.   0.02 0.   0.02 0.   0.   0.   0.03 0.   0.02 0.01 0.01
 0.85 0.   0.   0.  ]"
"[1.47732330e-04 9.97059561e-01 6.37845119e-04 1.51801543e-04
 1.14359131e-04 1.19158344e-04 1.95273196e-04 1.32891133e-04
 2.79961951e-05 1.54179812e-04 4.08612146e-05 1.31258513e-04
 1.18144740e-04 3.21376962e-04 1.81010966e-04 1.98355836e-04
 1.15614708e-04 1.52579204e-04]","[0.03 0.59 0.01 0.02 0.   0.02 0.03 0.03 0.01 0.05 0.   0.02 0.   0.03
 0.04 0.08 0.01 0.03]"
"[1.02335475e-04 1.09103898e-04 8.64704051e-05 7.16291714e-05
 5.63833337e-05 8.90445571e-05 8.01359589e-05 7.29384458e-05
 4.20545409e-05 9.64723439e-05 1.91969530e-04 1.08564916e-04
 1.02010393e-04 7.78563162e-05 1.02765080e-04 9.98462157e-01
 6.76756516e-05 8.04329469e-05]","[0.04 0.   0.   0.01 0.   0.02 0.03 0.01 0.03 0.01 0.   0.02 0.01 0.
 0.   0.82 0.   0.  ]"
"[6.89844766e-05 5.27258616e-05 1.07327728e-04 7.05632833e-05
 5.61423120e-05 5.59347767e-05 5.67599145e-05 1.43631015e-04
 3.89569840e-05 5.22833153e-05 2.10642367e-04 5.68487542e-05
 1.18414353e-04 9.98647166e-01 5.97069748e-05 9.44278002e-05
 7.14571104e-05 3.80266231e-05]","[0.01 0.01 0.01 0.   0.   0.   0.02 0.02 0.   0.01 0.   0.   0.02 0.89
 0.   0.   0.01 0.  ]"
"[6.12378860e-05 5.50926366e-05 7.44757140e-05 8.08654560e-05
 1.17078128e-04 4.05187764e-05 4.72644044e-05 8.77663656e-05
 9.97405893e-01 4.16608216e-05 1.57326922e-03 2.60171612e-05
 5.98769999e-05 7.91710515e-05 4.51579189e-05 5.14770608e-05
 1.27047678e-04 2.61297460e-05]","[0.   0.   0.   0.01 0.   0.   0.   0.   0.86 0.   0.09 0.   0.   0.
 0.   0.   0.04 0.  ]"
